SourceFile,DATE,TIME,REGION,PROVINCE,MUNICIPALITY,BRGYS,AFFECTED_FAM,AFFECTED_PERSONS,ECS_CUM,ECS_NOW,IDP_EC_FAM_CUM,IDP_EC_FAM_NOW,IDP_IN_EC_PERS_CUM,IDP_IN_EC_PERS_NOW,IDP_OUT_EC_FAM_CUM,IDP_OUT_EC_FAM_NOW,IDP_OUT_EC_PERS_CUM,IDP_OUT_EC_PERS_NOW,TOT_IDP_FAM_CUM,TOT_IDP_FAM_NOW,TOT_IDP_PERS_CUM,TOT_IDP_PERS_NOW,TOT_HOUSE_DAMAGED,HOUSE_TOTALLY_DAMAGED,HOUSE_PARTIALLY_DAMAGED,LATEST_INFO,CONCATENATE,REGION STD,PROVINCE STD,MUNICIPALITY STD,PCODE3,MapProvinceName
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Anahawan,14,1960,9214,,,,,,,,,,,0,0,0,0,301,20,281,TRUE,VIIIG. SOUTHERN LEYTEAnahawan,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,ANAHAWAN,086401000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Bontoc,40,6930,32570,3,0,781,0,3905,0,,,,,781,0,3905,0,1062,110,952,TRUE,VIIIG. SOUTHERN LEYTEBontoc,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,BONTOC,086402000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Hinunangan,40,7013,32963,3,0,161,0,756,0,,,,,161,0,756,0,1364,178,1186,TRUE,VIIIG. SOUTHERN LEYTEHinunangan,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,HINUNANGAN,086403000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Hinundayan,17,2935,13794,25,0,1136,0,7476,0,,,,,1136,0,7476,0,925,116,809,TRUE,VIIIG. SOUTHERN LEYTEHinundayan,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,HINUNDAYAN,086404000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Libagon,14,3543,16651,1,0,185,0,691,0,,,,,185,0,691,0,274,11,263,TRUE,VIIIG. SOUTHERN LEYTELibagon,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LIBAGON,086405000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Liloan,24,5632,26470,33,0,344,0,924,0,,,,,344,0,924,0,729,25,704,TRUE,VIIIG. SOUTHERN LEYTELiloan,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LILOAN,086406000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Limasawa,6,1440,6766,29,0,565,0,2656,0,,,,,565,0,2656,0,20,2,18,TRUE,VIIIG. SOUTHERN LEYTELimasawa,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,LIMASAWA,086419000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Macrohon,30,6265,29447,1,0,529,0,2645,0,,,,,529,0,2645,0,238,16,222,TRUE,VIIIG. SOUTHERN LEYTEMacrohon,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,MACROHON,086408000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Malitbog,37,5432,25532,22,0,278,0,1189,0,,,,,278,0,1189,0,327,13,314,TRUE,VIIIG. SOUTHERN LEYTEMalitbog,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,MALITBOG,086409000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Padre Burgos,11,2597,12207,38,0,809,0,3802,0,,,,,809,0,3802,0,180,13,167,TRUE,VIIIG. SOUTHERN LEYTEPadre Burgos,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,PADRE BURGOS,086410000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Pintuyan,23,2285,10740,10,0,295,0,869,0,,,,,295,0,869,0,162,13,149,TRUE,VIIIG. SOUTHERN LEYTEPintuyan,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,PINTUYAN,086411000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Saint Bernard,30,6212,29196,55,0,1372,0,5483,0,,,,,1372,0,5483,0,799,27,772,TRUE,VIIIG. SOUTHERN LEYTESaint Bernard,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAINT BERNARD,086412000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,San Francisco,22,3093,14535,42,0,832,0,3328,0,,,,,832,0,3328,0,169,3,166,TRUE,VIIIG. SOUTHERN LEYTESan Francisco,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAN FRANCISCO,086413000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,San Juan,18,3473,16324,18,0,971,0,3777,0,,,,,971,0,3777,0,637,77,560,TRUE,VIIIG. SOUTHERN LEYTESan Juan,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAN JUAN (CABALIAN),086414000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,San Ricardo,15,2487,11689,7,0,96,0,451,0,,,,,96,0,451,0,21,8,13,TRUE,VIIIG. SOUTHERN LEYTESan Ricardo,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SAN RICARDO,086415000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Silago,15,2619,12310,26,0,1009,0,4742,0,,,,,1009,0,4742,0,1009,135,874,TRUE,VIIIG. SOUTHERN LEYTESilago,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SILAGO,086416000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Sogod,45,10221,48038,20,0,841,0,3766,0,,,,,841,0,3766,0,1872,102,1770,TRUE,VIIIG. SOUTHERN LEYTESogod,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,SOGOD,086417000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,Tomas Uppos,29,3901,18335,6,0,418,0,2090,0,,,,,418,0,2090,0,186,39,147,TRUE,VIIIG. SOUTHERN LEYTETomas Uppos,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,TOMAS OPPUS,086418000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,G. SOUTHERN LEYTE,City of Maasin,70,20053,94249,108,0,1820,0,9100,0,,,,,1820,0,9100,0,190,25,165,TRUE,VIIIG. SOUTHERN LEYTECity of Maasin,REGION VIII (EASTERN VISAYAS),SOUTHERN LEYTE,CITY OF MAASIN (CAPITAL),086407000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Allen,20,5859,27536,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARAllen,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,ALLEN,084801000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Biri,8,2712,12745,1,0,13,0,61,0,,,,,13,0,61,0,0,,,TRUE,VIIIH. NORTHERN SAMARBiri,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,BIRI,084802000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Bobon,17,5172,24309,6,0,208,0,1114,0,,,,,208,0,1114,0,0,,,TRUE,VIIIH. NORTHERN SAMARBobon,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,BOBON,084803000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Capul,12,3124,14684,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARCapul,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CAPUL,084804000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Catarman,55,20937,98406,6,0,300,0,1430,0,,,,,300,0,1430,0,0,,,TRUE,VIIIH. NORTHERN SAMARCatarman,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATARMAN (CAPITAL),084805000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Catubig,47,7830,36799,1,0,13,0,61,0,,,,,13,0,61,0,0,,,TRUE,VIIIH. NORTHERN SAMARCatubig,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATUBIG,084806000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Gamay,26,5535,26013,1,0,77,0,368,0,,,,,77,0,368,0,0,,,TRUE,VIIIH. NORTHERN SAMARGamay,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,GAMAY,084807000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Laoang,56,14324,67323,1,0,191,0,898,0,,,,,191,0,898,0,0,,,TRUE,VIIIH. NORTHERN SAMARLaoang,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAOANG,084808000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Lapinig,15,2899,13623,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARLapinig,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAPINIG,084809000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Las Navas,53,9018,42385,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARLas Navas,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAS NAVAS,084810000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Lavezares,26,6778,31858,4,0,100,0,470,0,,,,,100,0,470,0,0,,,TRUE,VIIIH. NORTHERN SAMARLavezares,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAVEZARES,084811000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Mapanas,13,3066,14411,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARMapanas,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,MAPANAS,084812000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Mondragon,24,8717,40969,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARMondragon,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,MONDRAGON,084813000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Palapag,32,8256,38805,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARPalapag,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,PALAPAG,084814000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Pambujan,26,7665,36026,1,0,100,0,470,0,,,,,100,0,470,0,0,,,TRUE,VIIIH. NORTHERN SAMARPambujan,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,PAMBUJAN,084815000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Rosario,11,2521,11848,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARRosario,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,ROSARIO,084816000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,San Antonio,10,2191,10297,7,0,530,0,2491,0,,,,,530,0,2491,0,0,,,TRUE,VIIIH. NORTHERN SAMARSan Antonio,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ANTONIO,084817000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,San Isidro,14,6158,28944,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARSan Isidro,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ISIDRO,084818000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,San Jose,16,3969,18652,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARSan Jose,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN JOSE,084819000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,San Roque,16,6497,30535,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARSan Roque,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ROQUE,084820000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,San Vicente,7,1838,8639,1,0,50,0,235,0,,,,,50,0,235,0,0,,,TRUE,VIIIH. NORTHERN SAMARSan Vicente,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN VICENTE,084821000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Silvino Lobos,26,3530,16591,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARSilvino Lobos,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SILVINO LOBOS,084822000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Victoria,16,3436,16147,4,0,60,0,282,0,,,,,60,0,282,0,0,,,TRUE,VIIIH. NORTHERN SAMARVictoria,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,VICTORIA,084823000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,H. NORTHERN SAMAR,Lope De Vega,22,3342,15709,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIIH. NORTHERN SAMARLope De Vega,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LOPE DE VEGA,084824000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Almagro,23,2721,12788,1,1,242,242,1137,1137,866,866,4070,4070,1108,1108,5207,5207,1169,150,1019,TRUE,VIIII. WESTERN SAMARAlmagro,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),ALMAGRO,086001000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Basey,51,10728,50423,6,6,907,8,4535,38,,,,,907,8,4535,38,1161,1161,,TRUE,VIIII. WESTERN SAMARBasey,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),BASEY,086002000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Calbiga,41,5290,24863,60,60,500,500,2350,2350,,,,,500,500,2350,2350,0,,,TRUE,VIIII. WESTERN SAMARCalbiga,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),CALBIGA,086004000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Daram,59,8792,41322,,,,,,,,,,,0,0,0,0,658,0,658,TRUE,VIIII. WESTERN SAMARDaram,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),DARAM,086006000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Gandara,69,7884,37054,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARGandara,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),GANDARA,086007000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Hinabangan,21,3122,14675,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARHinabangan,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),HINABANGAN,086008000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Jiabong,34,4214,19807,7,7,1617,1617,8089,8089,,,,,1617,1617,8089,8089,0,,,TRUE,VIIII. WESTERN SAMARJiabong,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),JIABONG,086009000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Marabut,24,3216,15115,10,10,50,50,235,235,3080,3080,15415,15415,3130,3130,15650,15650,3130,2272,858,TRUE,VIIII. WESTERN SAMARMarabut,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MARABUT,086010000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Matuguinao,20,1665,7825,,,,,,,,,,,0,0,0,0,34,2,32,TRUE,VIIII. WESTERN SAMARMatuguinao,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MATUGUINAO,086011000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Motiong,30,3660,17202,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARMotiong,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MOTIONG,086012000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Pagsanghan,13,1980,9308,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARPagsanghan,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),PAGSANGHAN,086026000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Paranas,44,7225,33956,,,,,,,,,,,0,0,0,0,970,55,915,TRUE,VIIII. WESTERN SAMARParanas,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),PARANAS (WRIGHT),086022000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Pinabacdao,24,4000,18801,1,1,553,553,2599,2599,563,563,2646,2646,1116,1116,5245,5245,1333,565,768,TRUE,VIIII. WESTERN SAMARPinabacdao,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),PINABACDAO,086013000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,San Jorge,41,4033,18954,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARSan Jorge,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN JORGE,086025000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,San Jose De Buan,14,1620,7613,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARSan Jose De Buan,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN JOSE DE BUAN,086014000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,San Sebastian,14,1902,8941,,,,,,,,,,,0,0,0,0,937,81,856,TRUE,VIIII. WESTERN SAMARSan Sebastian,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN SEBASTIAN,086015000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Santa Margarita,36,6133,28826,,,,,,,,,,,0,0,0,0,89,2,87,TRUE,VIIII. WESTERN SAMARSanta Margarita,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA MARGARITA,086016000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Santo Niño,13,3333,15665,,,,,,,,,,,0,0,0,0,143,56,87,TRUE,VIIII. WESTERN SAMARSanto Niño,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTO NIÑO,086018000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Sta. Rita,38,8103,38082,6,6,140,140,658,658,4017,4017,20127,20127,4157,4157,20785,20785,4157,1155,3002,TRUE,VIIII. WESTERN SAMARSta. Rita,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA RITA,086017000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Tagapul-an,14,1932,9080,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARTagapul-an,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TAGAPUL-AN,086024000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Talalora,11,1699,7983,,,,,,,1562,1562,7810,7810,1562,1562,7810,7810,1562,248,1314,TRUE,VIIII. WESTERN SAMARTalalora,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TALALORA,086019000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Tarangnan,41,5959,28009,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARTarangnan,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TARANGNAN,086020000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Villareal,38,5579,26221,0,0,0,0,0,0,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARVillareal,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),VILLAREAL,086021000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Zumarraga,25,4180,19646,,,,,,,,,,,0,0,0,0,1812,304,1508,TRUE,VIIII. WESTERN SAMARZumarraga,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),ZUMARRAGA,086023000,Err:508
